time_seconds,motion_activity_200ms,changed_pixels_percent,nonwhite_occupancy_percent
30.600000,0.239228804,43.5417,39.6117
30.800000,0.229284651,39.7027,40.3922
31.000000,0.095482601,24.8249,38.8322
31.200000,0.013861732,5.4890,39.2596
31.400000,0.005870002,0.7531,39.2234
31.600000,0.113005615,22.0491,44.7007
31.800000,0.056730799,22.7308,45.7502
32.000000,0.044290021,19.8318,44.5168
32.200000,0.005245482,1.7879,44.6176
32.400000,0.020128111,3.5808,46.4212
32.600000,0.020560312,4.3222,47.0726
32.800000,0.015506229,3.4253,46.5767
33.000000,0.001852772,0.8871,46.6129
33.200000,0.000265274,0.0000,46.6129
33.400000,0.020191783,3.1543,47.5254
33.600000,0.013286385,3.2101,47.7748
33.800000,0.014567722,3.3793,47.4472
34.000000,0.036552825,11.3644,48.6043
34.200000,0.021271441,7.3660,48.3402
34.400000,0.009296772,2.1694,48.5055
34.600000,0.006190969,1.5248,48.3793
34.800000,0.001872334,0.3394,48.3822
35.000000,0.049144266,9.0493,48.8077
35.200000,0.140227838,38.9857,47.5724
35.400000,0.357194606,48.6845,32.5978
35.600000,0.244077373,38.3441,19.0112
35.800000,0.189058271,25.0137,25.7531
36.000000,0.156853079,24.6332,28.4126
36.200000,0.119409387,21.0563,29.4963
36.400000,0.076796618,14.8592,29.7340
36.600000,0.010784084,4.5784,29.9149
36.800000,0.009457332,4.2928,30.1800
37.000000,0.021296910,7.6242,31.6383
37.200000,0.026480868,8.5016,31.8828
37.400000,0.021162279,8.2365,32.1518
37.600000,0.305386097,95.7991,99.1706
37.800000,0.248963070,45.4000,98.2473
38.000000,0.220378962,42.4423,97.6203
38.200000,0.207847433,41.1639,97.3279
38.400000,0.177486959,36.1395,97.1273
38.600000,0.157552088,32.4726,97.0110
38.800000,0.131718295,29.0209,96.9180
39.000000,0.096125917,24.9081,96.8388
39.200000,0.110942112,30.4783,96.6138
39.400000,0.049347019,20.1115,96.5327
39.600000,0.009636457,4.7692,96.5209
39.800000,0.000115837,0.0000,96.5209
