time_seconds,motion_activity_200ms,changed_pixels_percent,nonwhite_occupancy_percent
74.000000,0.004946454,1.2559,19.7447
74.200000,0.022096873,4.4816,22.3024
74.400000,0.021978505,6.6696,22.6017
74.600000,0.147173509,29.1999,26.3772
74.800000,0.156927874,32.3817,19.9423
75.000000,0.109800009,20.9859,20.2044
75.200000,0.097128095,16.9757,20.3687
75.400000,0.074912624,13.2570,20.4206
75.600000,0.066391727,13.8850,26.3957
75.800000,0.093142318,10.4509,30.2876
76.000000,0.015450229,5.2964,30.6524
76.200000,0.000141842,0.0000,30.6534
76.400000,0.083570530,11.6099,30.3560
76.600000,0.099761653,23.6541,17.8521
76.800000,0.000006521,0.0000,17.8521
77.000000,0.000343444,0.0000,17.8511
77.200000,0.000048483,0.0000,17.8511
77.400000,0.025029765,14.6518,33.9466
77.600000,0.129308432,29.1716,37.9069
77.800000,0.047434717,17.2917,39.7966
78.000000,0.025049557,3.5534,41.1551
78.200000,0.010404124,2.3562,41.2813
78.400000,0.000003145,0.0000,41.2813
78.600000,0.003550738,0.2621,41.5405
78.800000,0.002064577,0.1506,41.6686
79.000000,0.000558087,0.0000,41.6686
79.200000,0.000160790,0.0000,41.6706
